,mean_nni,sdnn,sdsd,nni_50,pnni_50,nni_20,pnni_20,rmssd,median_nni,range_nni,cvsd,cvnni,mean_hr,max_hr,min_hr,std_hr,triangular_index,csi,cvi,Modified_csi,sd1,sd2,ratio_sd2_sd1,sampen
0,811.9696969696969,71.47045835886613,43.850082295148034,2.0,3.076923076923077,4.0,6.153846153846154,44.49334916207274,830.0,526.6666666666667,0.054796809940227675,0.0880210907200068,75.09213173312753,183.6734693877551,70.3125,14.155944958819608,4.125,3.076131180211484,4.6817690469855595,1182.7468531189197,31.24799138843912,96.12292062895753,3.076131180211484,0.2647841083585262
1,767.8095238095239,76.89307089116522,47.21481498772666,6.0,17.647058823529413,25.0,73.52941176470588,47.961722210379605,790.0,320.0,0.06246565160121382,0.10014602385974135,79.04919923530802,110.42944785276073,69.4980694980695,9.248939603788383,8.75,3.0491065026879296,4.748384142788633,1260.2333335289738,33.88798787070624,103.32808417958009,3.0491065026879296,1.1451323043030026
2,900.6896551724137,35.80568490759874,26.46822422120601,1.0,3.5714285714285716,15.0,53.57142857142857,26.62198637837077,906.6666666666666,153.33333333333337,0.02955733556557245,0.039753631788681604,66.7167861033813,71.71314741035857,60.60606060606061,2.5936741184642753,4.142857142857143,2.4614273493445555,4.155520886067136,461.89256947037813,19.059299769439388,46.91308171185449,2.4614273493445555,inf
3,398.7439613526569,54.153773576489094,47.48418867138108,6.0,8.823529411764707,31.0,45.588235294117645,47.528801037945136,383.3333333333333,343.3333333333333,0.11919629046346795,0.13581089326790943,152.6170854315117,178.21782178217822,88.23529411764706,16.268723496951104,5.75,2.031275192213538,4.570390905389847,558.2755389820747,33.826033846705386,68.70998340378812,2.031275192213538,1.4282585602189228
4,611.3405797101448,48.50304758812048,26.769708327709083,3.0,6.666666666666667,10.0,22.22222222222222,26.770630673681683,600.0,186.66666666666663,0.04379004365516592,0.0793388320649633,98.69783836940933,109.0909090909091,81.44796380090499,7.070866266856364,5.75,3.4408695604880193,4.304805312215764,906.5775705841627,19.142936561615098,65.86834771321458,3.4408695604880193,0.6931471805599453
5,1062.7777777777778,276.2960966269197,303.3457969838779,23.0,100.0,23.0,100.0,303.57849624379276,1021.6666666666667,1373.3333333333333,0.285646258880725,0.2599754176311842,59.86058564775839,100.0,30.405405405405407,14.493853892779759,12.0,1.474502207554381,6.054916533165595,1907.3324921864123,219.31864886709275,323.3858319123724,1.474502207554381,1.0986122886681098
6,713.1666666666667,31.855711023085398,21.10816962794274,1.0,2.5641025641025643,11.0,28.205128205128204,21.129097151528892,716.6666666666666,116.66666666666663,0.029627151883424477,0.04466797526022724,84.29875756087145,92.3076923076923,78.26086956521739,3.7896664028894254,8.0,2.80654917258405,4.011444804278318,476.41056699498864,15.120845743819919,42.43739711108885,2.80654917258405,1.6094379124341003
7,591.547619047619,78.28392565445996,72.93822589979105,19.0,46.34146341463415,37.0,90.2439024390244,72.95820535756954,585.0,313.3333333333333,0.12333445864431156,0.13233748752212995,103.19390766709044,137.40458015267174,80.0,13.68007150540465,10.5,1.8696060436665753,4.911474346905786,730.0663446959716,52.21582335530186,97.62301892009867,1.8696060436665753,0.9808292530117262
8,918.2010582010582,139.7617986335504,120.4472314054713,39.0,62.903225806451616,55.0,88.70967741935483,120.51115744237278,943.3333333333334,696.6666666666667,0.13124702521959464,0.15221263075798677,67.39000917059734,127.65957446808511,51.42857142857142,14.108062713550284,15.75,2.073366326254135,5.388421525869033,1476.4706701269838,85.86432322255752,178.02819639625167,2.073366326254135,1.0986122886681098
9,,,,5.0,50.0,6.0,60.0,,,,,,,,,,5.5,,,,,,,inf
