,Ramp,Qamp,Pamp,Samp,Tamp,qrs,pr,qt,qs,pr_std,qt_std,qs_std,st,R_amp_std,Q_amp_std,P_amp_std,S_amp_std,T_amp_std,Q_time_std,P_time_std,S_time_std,T_time_std,qrs_corr_coeff_med,qrs_corr_coeff_std,arhythm_index,r_amp_kurtosis,r_amp_skew,p_eng,t_eng,af_evid,min_r_amp,max_r_amp,min_q_amp,max_q_amp,min_s_amp,max_s_amp,min_p_amp,max_p_amp,min_t_amp,max_t_amp,qr_slope_med,rs_slope_med,st_slope_med,max_pr,min_pr,min_qt,max_qt,min_qs,max_qs,max_qr,min_qr
0,1.0018668033796114,-0.2238264029885617,0.06810676365604802,-0.17871690018223976,0.2274912923717867,100.0,38.0,96.0,25.0,3.7871161218940803,3.787053623587735,5.103566452251247,0.08527686479206026,0.09216400963261925,0.03782563454187762,0.03465349504912262,0.03828352292950754,0.03397413347488172,3.3755122337560395,3.7871161218940803,3.938762007769212,2.2120701701957426,0.9784407416836522,0.01579954935589325,0.015625,-0.6152901582269843,-0.213821289767611,0.05191310701284396,0.6050728759826778,-39.0,0.7583123759596065,1.1666046623764732,-0.3283042599127497,-0.1439121864301923,-0.3180656800011309,-0.11946465655838623,0.021264503385060564,0.28293464432566295,0.1703121811895965,0.33957442796628134,0.11142665512437938,-0.08432740739727508,0.00572124214864826,51.0,32.0,88.0,109.0,14.0,42.0,22.0,7.0
1,1.014074073689446,-0.24150512459746026,0.11301719389079175,-0.7761936442670662,0.24665052298486034,113.0,38.0,82.0,19.0,9.580337779656746,11.316804725899985,2.8974693647600804,0.10635889428231259,0.16887083015636947,0.05988754050075456,0.11163630363914472,0.1210118710235144,0.07247715692481446,2.9004533710758853,9.580337779656746,0.6655122646461624,10.311246253870502,0.9420602214056177,0.03606498593406634,0.0,0.0648610494926678,0.44426335618447815,0.11880974403520964,0.693735804423016,0.0,0.7202844363962894,1.4939683362196965,-0.3697729541151146,-0.07216246538936621,-1.063021387584495,-0.6108389220017743,0.025536292203154377,0.6557073339485985,0.160448468525143,0.44887628635452737,0.11414356348062783,-0.223783464744564,0.016235621702411534,75.0,21.0,26.0,96.0,17.0,28.0,20.0,9.0
2,1.0,-0.1505594090745329,0.06041208998582977,-0.5381277913515181,0.032468070423699015,117.0,42.0,111.0,18.0,0.7951240294584375,22.0722047431203,0.5120763831912405,0.0020074108323096997,0.0463305990050487,0.013692790896447808,0.01655643081539534,0.019110751740263828,0.01598795872086466,0.3590109871423003,0.7951240294584375,0.33993463423951903,22.033207261363977,0.9943633089066032,0.011137279707726497,0.0,-1.077220210120725,0.028973614077307558,0.03309882536938132,0.01158463102926955,-4.0,0.9284115561105818,1.0880623746631524,-0.1844366869857934,-0.12738782526523432,-0.5697842217472198,-0.48846206472107384,0.013486156350476638,0.108237136217197,0.01954563721883455,0.10727711053745831,0.10459630991586662,-0.21973254162164543,0.006135439373927066,44.0,40.0,36.0,115.0,17.0,19.0,12.0,10.0
3,0.9999897819501715,-0.1294012854186346,0.09846576417424563,-0.8891304093279644,0.1283711247278666,130.0,50.0,73.0,19.0,9.870123297610553,23.620865468206876,6.338354714311046,0.07674487595147939,0.07554661500355979,0.03470992481464858,0.06553752615714394,0.07695277784756589,0.405009584840032,6.327888374511423,9.870123297610553,0.5917176334920797,23.041447534785434,0.9822791072517401,0.02227509508985974,1.0,0.8817965234658587,-0.08095626004422819,0.0796568125469927,0.19743614071569957,22.0,0.7613748094645246,1.1980310485128614,-0.3127488650241117,-0.08570221780119762,-1.01602318291461,-0.5752379957093423,0.009090076710413827,0.5375685414125239,0.08271615049694343,1.1769079856579694,0.10267191521534601,-0.236140023909767,0.018842621001033906,75.0,36.0,69.0,149.0,17.0,38.0,30.0,9.0
4,-0.9094571545534974,-0.8131571588147053,0.11769860544708294,-0.9094571545534974,1.0027664312875304,127.0,9.0,8.0,1.0,14.950122836937032,0.4898979485566357,0.14740554623801777,0.00871936247062914,0.1861150540372999,0.17188541552068767,0.045523088952627626,0.1861150540372999,0.0894525102898654,0.14740554623801774,14.950122836937032,0.0,0.46294814791110356,0.9715264559134321,0.03332452914130452,0.8409090909090909,1.5112837928143499,0.8992366781368715,2.16833170693572,7.11175554905676,-21.0,-1.2859861300284188,-0.3125212858451804,-1.241110091090295,-0.29474975347196053,-1.2859861300284188,-0.3125212858451804,0.0478241466816988,0.29967901178643686,0.6206484661599823,1.0930337857285175,-0.09629999573879211,,0.27317479797728966,75.0,7.0,7.0,9.0,1.0,2.0,2.0,1.0
5,1.0117168659806137,-0.09447873296626526,0.013133027241964766,-0.5349100869564245,0.1293624353412325,106.0,60.0,93.0,16.0,9.949525393482624,7.505090864798966,4.932706885901717,0.12632720633297775,0.0954762855781599,0.03209291942883008,0.035088374745671384,0.0755020404168477,0.03519191121774901,5.031670531079448,9.949525393482624,0.4930066485916347,5.179922511217926,0.9625904803888352,0.026614867852190582,0.22727272727272727,-1.1048003293828108,-0.05950071854010449,0.000960369781535994,0.2332875723638355,13.0,0.8571201154412532,1.1868245356410196,-0.18462097952224427,-0.04750336515782974,-0.6913623912482921,-0.43122411669168637,0.01445606067424049,0.17998688977417587,0.11161954782360303,0.23681132583526418,0.12291062210520878,-0.22094670756243404,0.008626915873995545,69.0,31.0,80.0,112.0,14.0,32.0,25.0,7.0
6,1.0,-0.18777137610692254,0.0575598857354363,-0.4477848138459267,0.09423111336093767,95.0,41.0,87.0,17.0,2.331174596635782,2.9748949561287032,0.7262919523166974,0.04564062861527164,0.083974364086672,0.02666149647659275,0.015197191729526431,0.04780759049213736,0.023674861250363863,0.66332495807108,2.331174596635782,0.5454356057317857,3.144837038703277,0.9864955121104384,0.019323651789975006,0.0,4.619940620697883,-1.7059185647097235,0.029384914772136898,0.10535599151234533,-7.0,0.6407852594816685,1.089513761194135,-0.23549745409038045,-0.12460653257242722,-0.5555702251027018,-0.34257508773189366,0.03743475416422704,0.1069266865135895,0.06374578428377922,0.16072477197979315,0.11877713761069227,-0.20682640197798952,0.007743084674383778,47.0,37.0,76.0,90.0,16.0,19.0,11.0,9.0
7,1.0,-0.13593087945860555,0.010843158948005934,-0.9019813561289803,0.16136097855972792,115.0,69.0,77.0,18.0,13.03392420176479,15.728393714808451,4.320326891063487,0.051116722721141164,0.0724209293456265,0.033891474046040114,0.05944214431169427,0.08077246559906495,0.07688669427262147,4.252063412818607,13.03392420176479,0.4424720369869871,15.026927335937499,0.9848561280623735,0.019893744838066798,0.425,0.8638880078915374,-0.492839372777792,0.0005044132933728846,0.329101773539108,36.0,0.7737090752247583,1.1557551309308725,-0.21516858520952684,-0.0705203591842428,-1.0974876087336187,-0.7237575075815841,0.0012634435085906162,0.21142490105891704,0.11930611893189257,0.6335777248973744,0.11359308794586057,-0.23774766951612253,0.018022751435401836,75.0,33.0,26.0,130.0,17.0,37.0,29.0,9.0
8,1.0060908353238858,-0.17130766675989978,0.053847545033546086,-0.37461616901478284,0.04812053501755961,96.0,37.0,91.0,15.0,10.766968329547554,8.212209854377189,2.131014731593452,0.018233226869422848,0.052920782132231926,0.02472622206562649,0.016970510255263884,0.047605291914244695,0.02319176582712059,1.3796651813538117,10.766968329547554,1.5379896741729715,7.882212455735831,0.985297861977853,0.02569839037555329,0.4918032786885246,-0.03657239321534256,-0.3542423388768399,0.02254228803444831,0.02665264792902693,29.0,0.8657027230190687,1.1078725919882533,-0.23562027195823404,-0.11615661810314262,-0.483030348018831,-0.24762839873725603,0.011308315759503088,0.08889521237735745,0.020694414038503823,0.11629259548427923,0.13082205578708728,-0.2301178340564448,0.005562325053057138,75.0,33.0,49.0,103.0,14.0,26.0,12.0,7.0
9,1.0,-0.2955143782227372,0.07784632988310751,-0.30644210237153935,0.03984802510852588,124.0,41.0,129.0,35.0,9.81631295344642,23.334309503390067,5.220153254455275,0.026189727682480186,0.07696087903907012,0.0545626034219621,0.08447050276370392,0.03603287851824006,0.15355337009975717,3.32264954516723,9.81631295344642,5.166236541235795,25.97710530447917,0.955093497543239,0.04234275316652688,0.0,-1.3217346141168924,-0.474606036776602,0.05939979031972327,0.008276716325181389,3.0,0.8237671004524614,1.054362475817175,-0.4314562213760909,-0.2512161167567847,-0.40678410395343834,-0.285415456236386,0.0663708674903203,0.3066984718956572,0.047916535686579095,0.5961813506110325,0.09965495217097978,-0.05938373192597906,0.0036839375263836723,70.0,40.0,53.0,127.0,24.0,46.0,19.0,11.0
